ERROR: logging before google.Init: I0909 15:10:53.346960      82 server.go:1530] Starting language server process with pid 2
ERROR: logging before google.Init: W0909 15:10:53.890655     201 cache.go:163] Failed to refresh cache in background: admin controls not applicable
ERROR: logging before google.Init: E0909 15:10:54.140123     113 browser_context.go:179] failed to install playwright: could not install driver: could not install driver: error: got non 200 status code: 404 (404 Not Found) from https://playwright.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-akamai.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-verizon.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
ERROR: logging before google.Init: I0909 15:10:54.725291      33 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xc300ef25490f90a9
ERROR: logging before google.Init: I0909 15:10:55.004968      31 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xe66f4c967d841945
ERROR: logging before google.Init: I0909 15:10:55.031303       1 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 15:10:55.031385     159 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0909 15:10:55.213954       1 printmode.go:366] Print mode: silent auth succeeded
ERROR: logging before google.Init: I0909 15:10:55.214005     160 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 15:10:55.474623     160 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 15:10:55.474669     267 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:10:56.163521     290 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xe6e6ce1b2f0c74aa
ERROR: logging before google.Init: I0909 15:10:57.008451     290 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x57430d0033c68ed4
ERROR: logging before google.Init: I0909 15:10:57.157218     290 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 15:10:57.157296     277 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 15:10:57.157320     159 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0909 15:10:57.164221       1 conversation_manager.go:429] Starting new conversation (agent=false)
ERROR: logging before google.Init: I0909 15:10:57.164239       1 server.go:1118] Creating new cascade trajectory (agentScript=false)
ERROR: logging before google.Init: I0909 15:10:57.164243       1 server.go:1121] Conversation using project ID: 36e0e62a-6a74-477f-89fe-a350ed6e4733
ERROR: logging before google.Init: I0909 15:10:57.173499       1 server.go:1153] Created conversation 728f77ff-e39e-4377-a638-f7ae749b9d9c
ERROR: logging before google.Init: I0909 15:10:57.173521       1 server.go:2811] GetConversationDetail: found conversation 728f77ff-e39e-4377-a638-f7ae749b9d9c (active=true)
ERROR: logging before google.Init: I0909 15:10:57.173727       1 server.go:2811] GetConversationDetail: found conversation 728f77ff-e39e-4377-a638-f7ae749b9d9c (active=true)
ERROR: logging before google.Init: I0909 15:10:57.173743       1 conversation_manager.go:476] project: switching to conversation belonging to project ID: 36e0e62a-6a74-477f-89fe-a350ed6e4733
ERROR: logging before google.Init: I0909 15:10:57.173781       1 server.go:1930] Backend project ID updated dynamically to: 36e0e62a-6a74-477f-89fe-a350ed6e4733
ERROR: logging before google.Init: I0909 15:10:57.173786       1 cli_setting_manager.go:218] ApplyProjectPermissionGrants: no grants for project "workspace", cleared project permissions
ERROR: logging before google.Init: I0909 15:10:57.173858     323 manager.go:1293] Reloading system slash commands and skills
ERROR: logging before google.Init: I0909 15:10:57.173865     323 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:10:57.174008       1 hooks_manager.go:53] loaded 0 named hooks from 0 hooks.json file(s)
ERROR: logging before google.Init: I0909 15:10:57.174025       1 conversation_manager.go:522] project: synced active project to "workspace" (id=36e0e62a-6a74-477f-89fe-a350ed6e4733) from conversation switch
ERROR: logging before google.Init: I0909 15:10:57.174047       1 conversation_manager.go:795] Streaming conversation 728f77ff-e39e-4377-a638-f7ae749b9d9c
ERROR: logging before google.Init: I0909 15:10:57.174075     354 manager.go:1293] Reloading system slash commands and skills
ERROR: logging before google.Init: I0909 15:10:57.174082     354 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:10:57.174098       1 server.go:2811] GetConversationDetail: found conversation 728f77ff-e39e-4377-a638-f7ae749b9d9c (active=true)
ERROR: logging before google.Init: I0909 15:10:57.174330       1 server.go:1162] Starting conversation update stream for 728f77ff-e39e-4377-a638-f7ae749b9d9c
ERROR: logging before google.Init: I0909 15:10:57.174345       1 session.go:171] Print mode: conversation=728f77ff-e39e-4377-a638-f7ae749b9d9c, sending message
ERROR: logging before google.Init: I0909 15:10:57.174348       1 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:10:57.175818     354 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:10:57.175961     323 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:10:57.176070       1 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:10:57.176177       1 conversation_manager.go:611] Forwarding user message to conversation 728f77ff-e39e-4377-a638-f7ae749b9d9c (items=1, media=0)
ERROR: logging before google.Init: I0909 15:10:57.176184       1 server.go:1609] Sending user message to conversation 728f77ff-e39e-4377-a638-f7ae749b9d9c (items=1, media=0)
ERROR: logging before google.Init: I0909 15:10:57.178680       1 latency_breakdown.go:142] SEND_USER_CASCADE_MESSAGE_LATENCY latency breakdown: map[active_user_state_latency_ms:0 blocking:false cascade_id:728f77ff-e39e-4377-a638-f7ae749b9d9c cascade_send_latency_ms:0 hydrate_slash_commands_latency_ms:1 load_trajectory_latency_ms:0 media_count:0 media_summaries_latency_ms:0 message_origin:AGENT_MESSAGE_ORIGIN_UNSPECIFIED refresh_browser_state_latency_ms:0 resolve_agent_config_latency_ms:0 save_media_latency_ms:0 saved_media_count:0 status:OK total_latency_ms:2 trajectory_id:1266dca8-d33b-4962-87fa-afb4076bc927]
ERROR: logging before google.Init: I0909 15:10:57.181639     312 encoder_embed.go:85] Installing/updating embedded webm_encoder binary to /eval-home/.gemini/antigravity-cli/bin/webm_encoder
ERROR: logging before google.Init: W0909 15:10:57.186528     312 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "mcp_servers"
ERROR: logging before google.Init: W0909 15:10:57.186539     312 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "user_rules"
ERROR: logging before google.Init: W0909 15:10:57.186540     312 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "subagent_reminder"
ERROR: logging before google.Init: W0909 15:10:57.186542     312 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "terminal_sandbox"
ERROR: logging before google.Init: I0909 15:10:57.334685     160 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 15:10:57.560499     160 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 15:10:57.560540     160 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 15:10:57.560559     636 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:10:57.562415     636 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:10:57.647091     160 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 15:10:57.647143     607 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:10:57.648788     607 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:10:58.471759     635 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 15:10:58.471847     159 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0909 15:10:58.601933     160 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 15:10:58.708198     160 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 15:10:58.708248     711 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:10:58.710015     711 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:10:58.801107     664 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb7ec587d1f1b92d0 ResponseID: AXehasCjIvG3_PUPx8CBuAI
ERROR: logging before google.Init: I0909 15:11:00.441720     634 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xba37695a9481466b
ERROR: logging before google.Init: I0909 15:11:01.408954     764 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd44d885a12eccaf2 ResponseID: BHeharDdBZ3i_uMPj9eN0Ac
ERROR: logging before google.Init: I0909 15:11:02.584846     837 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf84d2df69ca07bdd ResponseID: BXehaoe0KoKq_uMPwtjWuAs
ERROR: logging before google.Init: E0909 15:11:02.680451     311 errorreport.go:224] conversation title generation for 728f77ff-e39e-4377-a638-f7ae749b9d9c: UNAVAILABLE (code 503): No capacity available for model gemini-3.1-flash-lite on the server
ERROR: logging before google.Init: W0909 15:11:02.680507     311 conversation_title.go:141] Conversation title generation failed for 728f77ff-e39e-4377-a638-f7ae749b9d9c: UNAVAILABLE (code 503): No capacity available for model gemini-3.1-flash-lite on the server
ERROR: logging before google.Init: I0909 15:11:04.383790     852 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa13c3bf437510e58 ResponseID: BnehataDM_e0_PUP78anuQI
ERROR: logging before google.Init: I0909 15:11:05.610344     868 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9a1795ad28fd78c9 ResponseID: CHehapK2Jcid_uMP5q6XsAs
ERROR: logging before google.Init: I0909 15:11:06.579944     920 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x99dad5e47ea17be4 ResponseID: CXehaoK2NIOi_uMP-ZPasQI
ERROR: logging before google.Init: I0909 15:11:11.372896     911 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4320b6faa8698b74 ResponseID: C3ehau2DJMbf_uMPhJbakAc
ERROR: logging before google.Init: I0909 15:11:15.029180    1023 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x96119bfffce160b2 ResponseID: D3ehauzpKp20_PUP3e6MwQI
ERROR: logging before google.Init: I0909 15:11:16.216351    1092 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8a7ce7d2aeb33e30 ResponseID: E3ehaqeHEeO2_uMP0P3usAI
