ERROR: logging before google.Init: I0909 15:10:05.164857      20 server.go:1530] Starting language server process with pid 2
ERROR: logging before google.Init: W0909 15:10:05.496309     100 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:10:05.496319     100 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:10:05.496562     105 manager.go:88] Migration [MIGRATION_ID_SIDECAR_USER_CONFIG_BYPASS] is disabled, skipping entirely
ERROR: logging before google.Init: I0909 15:10:05.496580     105 manager.go:91] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] is enabled
ERROR: logging before google.Init: I0909 15:10:05.496603     105 manager.go:105] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] starting
ERROR: logging before google.Init: W0909 15:10:05.496613     131 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:10:05.496632     131 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:10:05.496669     131 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:10:05.496681     131 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:10:05.496727     105 project_uris_migration.go:42] Starting ProjectUrisMigration
ERROR: logging before google.Init: I0909 15:10:05.496744     105 manager.go:125] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] completed successfully in 16.913µs
ERROR: logging before google.Init: I0909 15:10:05.496877     105 manager.go:91] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] is enabled
ERROR: logging before google.Init: I0909 15:10:05.496882     105 manager.go:105] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] starting
ERROR: logging before google.Init: I0909 15:10:05.496927     105 manager.go:125] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] completed successfully in 13.787µs
ERROR: logging before google.Init: I0909 15:10:05.496949     105 manager.go:91] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] is enabled
ERROR: logging before google.Init: I0909 15:10:05.496953     105 manager.go:105] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] starting
ERROR: logging before google.Init: I0909 15:10:05.496982     105 manager.go:125] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] completed successfully in 6.813µs
ERROR: logging before google.Init: I0909 15:10:05.497002     105 manager.go:88] Migration [MIGRATION_ID_LIN_BUILTIN_TO_MARKETPLACE] is disabled, skipping entirely
ERROR: logging before google.Init: I0909 15:10:05.501416      20 server.go:2944] Auth succeeded, refreshing features and managers
ERROR: logging before google.Init: E0909 15:10:05.501461      20 errorreport.go:224] Failed to poll ListExperiments: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:10:05.501493      20 server.go:2950] State refresh took 0ms
ERROR: logging before google.Init: I0909 15:10:05.501498      20 server.go:2964] [RemoteControl] Subscription callback triggered.
ERROR: logging before google.Init: I0909 15:10:05.501504      20 server.go:2967] [RemoteControl] RemoteControlEnabled value: false
ERROR: logging before google.Init: I0909 15:10:05.501506      20 server.go:3459] [RemoteControl] CLI launched without --remote-control, staying disconnected
ERROR: logging before google.Init: I0909 15:10:05.501509      20 server.go:3277] [RemoteControl] Resolved proxyServerURL: ""
ERROR: logging before google.Init: I0909 15:10:05.501515      20 profiler.go:231] Continuous pprof profiling is disabled.
ERROR: logging before google.Init: I0909 15:10:05.501618     108 manager.go:88] Migration [MIGRATION_ID_SIDECAR_USER_CONFIG_BYPASS] is disabled, skipping entirely
ERROR: logging before google.Init: I0909 15:10:05.501634     108 manager.go:91] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] is enabled
ERROR: logging before google.Init: I0909 15:10:05.501643     108 manager.go:100] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] already has status MIGRATION_STATUS_COMPLETED, skipping
ERROR: logging before google.Init: I0909 15:10:05.501657     108 manager.go:91] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] is enabled
ERROR: logging before google.Init: I0909 15:10:05.501661     108 manager.go:100] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] already has status MIGRATION_STATUS_COMPLETED, skipping
ERROR: logging before google.Init: I0909 15:10:05.501663     108 manager.go:91] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] is enabled
ERROR: logging before google.Init: I0909 15:10:05.501666     108 manager.go:100] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] already has status MIGRATION_STATUS_COMPLETED, skipping
ERROR: logging before google.Init: I0909 15:10:05.501668     108 manager.go:88] Migration [MIGRATION_ID_LIN_BUILTIN_TO_MARKETPLACE] is disabled, skipping entirely
ERROR: logging before google.Init: I0909 15:10:05.501658      20 server.go:2470] initialized server successfully in 336.75189ms
ERROR: logging before google.Init: W0909 15:10:05.501768     111 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:10:05.501787     111 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:10:05.501838     111 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:10:05.501847     111 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:10:05.501962       1 auto_updater.go:305] Spawned background update process with PID 15
ERROR: logging before google.Init: I0909 15:10:05.502047       1 common.go:150] Launching CLI mode
ERROR: logging before google.Init: E0909 15:10:05.502056       1 launchsteps.go:84] Failed to resolve GeminiDir ".gemini": .gemini must be an absolute path: path is not absolute, falling back to default
ERROR: logging before google.Init: I0909 15:10:05.502067       1 common.go:172] CLI app data directory: /eval-home/.gemini/antigravity-cli
ERROR: logging before google.Init: I0909 15:10:05.502074       1 server.go:285] Creating CLI server backend: product=antigravity workspaceDirs=[/workspace] appDataDir=/eval-home/.gemini/antigravity-cli cascadeManager=true codeAssist=true
ERROR: logging before google.Init: I0909 15:10:05.502095       1 composite_token_storage.go:123] Using file-based token storage because no D-Bus session bus detected
ERROR: logging before google.Init: I0909 15:10:05.502104       1 auth_provider.go:763] [AuthProvider] SetEnableBusinessLogin called with enable: true
ERROR: logging before google.Init: I0909 15:10:05.506343     125 store_client.go:665] summary store: starting background reconciliation (trigger=empty_on_open)
ERROR: logging before google.Init: W0909 15:10:05.506400     120 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:10:05.506398     125 server.go:2706] Failed to read conversations directory /eval-home/.gemini/antigravity/conversations: open /eval-home/.gemini/antigravity/conversations: no such file or directory
ERROR: logging before google.Init: E0909 15:10:05.506421     120 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:10:05.506421     125 server.go:2615] ListConversations returning 0 summaries
ERROR: logging before google.Init: I0909 15:10:05.506424     125 store_client.go:694] summary store: reconcile func returned 0 records, skipping
ERROR: logging before google.Init: W0909 15:10:05.506467     120 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:10:05.506476     120 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:10:05.506510       1 project.go:77] project: created project "workspace" (id=6ab82155-fb91-4e9d-92df-a1d751de5459) at /eval-home/.gemini/config/projects/6ab82155-fb91-4e9d-92df-a1d751de5459.json
ERROR: logging before google.Init: W0909 15:10:05.506515     120 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:10:05.506517       1 server.go:1930] Backend project ID updated dynamically to: 6ab82155-fb91-4e9d-92df-a1d751de5459
ERROR: logging before google.Init: E0909 15:10:05.506525     120 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:10:05.506548     120 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:10:05.506556     120 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:10:05.506915     128 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:10:05.506931     128 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:10:05.506969     128 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:10:05.506969       1 analytics.go:176] CLI startup completed (took 342.353424ms)
ERROR: logging before google.Init: E0909 15:10:05.506978     128 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:10:05.506978       1 printmode.go:173] Print mode: starting (promptLength=900, model="", conversationID="")
ERROR: logging before google.Init: I0909 15:10:05.506984       1 manager.go:415] Initializing CLI store manager for workspace /workspace
ERROR: logging before google.Init: W0909 15:10:05.507020     149 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:10:05.507035     149 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:10:05.507056     149 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:10:05.507063     149 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:10:05.507151       1 cli_setting_manager.go:924] Skipping telemetry propagation because user is not logged in
ERROR: logging before google.Init: W0909 15:10:05.507156     120 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:10:05.507165     120 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:10:05.507179       1 cli_setting_manager.go:156] applyUserSettings: no shared config permissions from /eval-home/.gemini/config/config.json
ERROR: logging before google.Init: I0909 15:10:05.507183       1 cli_setting_manager.go:924] Skipping telemetry propagation because user is not logged in
ERROR: logging before google.Init: I0909 15:10:05.507185       1 cli_setting_manager.go:92] CLI settings initialized: permissions=<nil>, toolPermission=request-review
ERROR: logging before google.Init: W0909 15:10:05.507191     120 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:10:05.507199     120 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:10:05.507230     120 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:10:05.507251     120 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:10:05.507274     120 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:10:05.507283     120 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:10:05.507370       1 hooks_manager.go:53] loaded 0 named hooks from 0 hooks.json file(s)
ERROR: logging before google.Init: I0909 15:10:05.507382       1 manager.go:589] CLI store manager initialized successfully
ERROR: logging before google.Init: I0909 15:10:05.507387       1 session.go:67] Print mode: --dangerously-skip-permissions set, auto-approving all tool permissions
ERROR: logging before google.Init: I0909 15:10:05.507395       1 printmode.go:364] Print mode: not authenticated, trying silent auth
ERROR: logging before google.Init: I0909 15:10:05.507450     196 keyring.go:64] keyringAuth: loaded token, expiry=2026-09-05 20:02:46.745071759 -0400 -0400 expired=true
ERROR: logging before google.Init: I0909 15:10:05.961327     196 browser.go:259] token refreshed, new expiry=2026-09-09 16:10:04.961314822 +0000 UTC m=+3599.824153267
ERROR: logging before google.Init: I0909 15:10:06.429010       1 auth.go:148] ChainedAuth: authenticated via keyring (effective: keyring)
ERROR: logging before google.Init: I0909 15:10:06.429034       1 server_oauth.go:192] applyAuthResult: email=3martynov@gmail.com, authMethod=consumer, quotaProject=
ERROR: logging before google.Init: I0909 15:10:06.429039       1 server_oauth.go:197] OAuth: authenticated successfully as 3martynov@gmail.com
ERROR: logging before google.Init: I0909 15:10:06.429041       1 server_oauth.go:203] b.codeAssistClient.AuthProvider (0x2e2d4abb8d20) is same as b.cliAuth (0x2e2d4abb8d20)
ERROR: logging before google.Init: W0909 15:10:06.429425     237 cache.go:163] Failed to refresh cache in background: admin controls not applicable
ERROR: logging before google.Init: W0909 15:10:06.429450     244 cache.go:163] Failed to refresh cache in background: admin controls not applicable
ERROR: logging before google.Init: E0909 15:10:07.020303      92 browser_context.go:179] failed to install playwright: could not install driver: could not install driver: error: got non 200 status code: 404 (404 Not Found) from https://playwright.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-akamai.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-verizon.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
ERROR: logging before google.Init: I0909 15:10:07.458293       1 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x9cb2c38da967d4dc
ERROR: logging before google.Init: I0909 15:10:07.857296       1 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x885b0aefbcd5a761
ERROR: logging before google.Init: I0909 15:10:07.878022       1 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 15:10:07.878098     167 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0909 15:10:08.147982       1 printmode.go:366] Print mode: silent auth succeeded
ERROR: logging before google.Init: I0909 15:10:08.148001     168 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 15:10:08.445381     168 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 15:10:08.445424     282 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:10:08.921675     281 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x4fddf2202786514f
ERROR: logging before google.Init: I0909 15:10:10.733835     281 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x80df29302df895a9
ERROR: logging before google.Init: I0909 15:10:10.872535     281 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 15:10:10.872602     266 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 15:10:10.872624     167 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0909 15:10:10.898009       1 conversation_manager.go:429] Starting new conversation (agent=false)
ERROR: logging before google.Init: I0909 15:10:10.898038       1 server.go:1118] Creating new cascade trajectory (agentScript=false)
ERROR: logging before google.Init: I0909 15:10:10.898042       1 server.go:1121] Conversation using project ID: 6ab82155-fb91-4e9d-92df-a1d751de5459
ERROR: logging before google.Init: I0909 15:10:10.906916       1 server.go:1153] Created conversation ce3ff778-ae21-450a-a345-fa970c0941c4
ERROR: logging before google.Init: I0909 15:10:10.906945       1 server.go:2811] GetConversationDetail: found conversation ce3ff778-ae21-450a-a345-fa970c0941c4 (active=true)
ERROR: logging before google.Init: I0909 15:10:10.907165       1 server.go:2811] GetConversationDetail: found conversation ce3ff778-ae21-450a-a345-fa970c0941c4 (active=true)
ERROR: logging before google.Init: I0909 15:10:10.907184       1 conversation_manager.go:476] project: switching to conversation belonging to project ID: 6ab82155-fb91-4e9d-92df-a1d751de5459
ERROR: logging before google.Init: I0909 15:10:10.907228       1 server.go:1930] Backend project ID updated dynamically to: 6ab82155-fb91-4e9d-92df-a1d751de5459
ERROR: logging before google.Init: I0909 15:10:10.907233       1 cli_setting_manager.go:218] ApplyProjectPermissionGrants: no grants for project "workspace", cleared project permissions
ERROR: logging before google.Init: I0909 15:10:10.907303     338 manager.go:1293] Reloading system slash commands and skills
ERROR: logging before google.Init: I0909 15:10:10.907313     338 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:10:10.907386       1 hooks_manager.go:53] loaded 0 named hooks from 0 hooks.json file(s)
ERROR: logging before google.Init: I0909 15:10:10.907395       1 conversation_manager.go:522] project: synced active project to "workspace" (id=6ab82155-fb91-4e9d-92df-a1d751de5459) from conversation switch
ERROR: logging before google.Init: I0909 15:10:10.907400       1 conversation_manager.go:795] Streaming conversation ce3ff778-ae21-450a-a345-fa970c0941c4
ERROR: logging before google.Init: I0909 15:10:10.907469       1 server.go:2811] GetConversationDetail: found conversation ce3ff778-ae21-450a-a345-fa970c0941c4 (active=true)
ERROR: logging before google.Init: I0909 15:10:10.907669     361 manager.go:1293] Reloading system slash commands and skills
ERROR: logging before google.Init: I0909 15:10:10.907677     361 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:10:10.907715       1 server.go:1162] Starting conversation update stream for ce3ff778-ae21-450a-a345-fa970c0941c4
ERROR: logging before google.Init: I0909 15:10:10.907729       1 session.go:171] Print mode: conversation=ce3ff778-ae21-450a-a345-fa970c0941c4, sending message
ERROR: logging before google.Init: I0909 15:10:10.907734       1 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:10:10.909164     338 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:10:10.909259     361 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:10:10.909534       1 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:10:10.909763       1 conversation_manager.go:611] Forwarding user message to conversation ce3ff778-ae21-450a-a345-fa970c0941c4 (items=1, media=0)
ERROR: logging before google.Init: I0909 15:10:10.910045       1 server.go:1609] Sending user message to conversation ce3ff778-ae21-450a-a345-fa970c0941c4 (items=1, media=0)
ERROR: logging before google.Init: I0909 15:10:10.912556       1 latency_breakdown.go:142] SEND_USER_CASCADE_MESSAGE_LATENCY latency breakdown: map[active_user_state_latency_ms:0 blocking:false cascade_id:ce3ff778-ae21-450a-a345-fa970c0941c4 cascade_send_latency_ms:0 hydrate_slash_commands_latency_ms:0 load_trajectory_latency_ms:0 media_count:0 media_summaries_latency_ms:0 message_origin:AGENT_MESSAGE_ORIGIN_UNSPECIFIED refresh_browser_state_latency_ms:0 resolve_agent_config_latency_ms:0 save_media_latency_ms:0 saved_media_count:0 status:OK total_latency_ms:1 trajectory_id:0047cb97-3b14-46a4-81de-d0ac02db91f8]
ERROR: logging before google.Init: I0909 15:10:10.916628     433 encoder_embed.go:85] Installing/updating embedded webm_encoder binary to /eval-home/.gemini/antigravity-cli/bin/webm_encoder
ERROR: logging before google.Init: W0909 15:10:10.921653     433 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "mcp_servers"
ERROR: logging before google.Init: W0909 15:10:10.921666     433 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "user_rules"
ERROR: logging before google.Init: W0909 15:10:10.921668     433 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "subagent_reminder"
ERROR: logging before google.Init: W0909 15:10:10.921670     433 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "terminal_sandbox"
ERROR: logging before google.Init: I0909 15:10:11.029157     168 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 15:10:11.150280     687 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 15:10:11.150356     167 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0909 15:10:11.153848     168 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 15:10:11.153883     168 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 15:10:11.153926     625 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:10:11.155701     625 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:10:11.255821     168 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 15:10:11.255866     707 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:10:11.257654     707 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:10:11.299053     168 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 15:10:11.386581     168 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 15:10:11.386631     710 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:10:11.388603     710 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:10:11.434031     468 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x81f0fcb780e4f89b ResponseID: 03aharHAB_Xj_uMP-_HgwQc
ERROR: logging before google.Init: I0909 15:10:11.789531     686 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x22ed15ae9b25aef6
ERROR: logging before google.Init: I0909 15:10:12.800918     655 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x204f8853787f1a49 ResponseID: 03ahaq6lCrm2_PUPk-alqQI
ERROR: logging before google.Init: I0909 15:10:16.364140     721 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6c5e18cc634dc0a9 ResponseID: 13ahavVF2JX-4w_zs7jpCw
ERROR: logging before google.Init: I0909 15:10:18.166813     790 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3a43511b289a3409 ResponseID: 2HahaoT8O9yu_PUPx8WR-Ag
ERROR: logging before google.Init: I0909 15:10:19.364038     822 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x530124cd6177f597 ResponseID: 2nahau3ZGMbf_uMPhJbakAc
ERROR: logging before google.Init: I0909 15:10:20.737354     831 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xffc1e8662a1d280a ResponseID: 23ahas77Jo-U_uMPmr3H-Qs
