ERROR: logging before google.Init: I0909 14:54:21.536168      50 server.go:1530] Starting language server process with pid 2
ERROR: logging before google.Init: I0909 14:54:21.660409     131 manager.go:125] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] completed successfully in 16.281µs
ERROR: logging before google.Init: I0909 14:54:21.660444     131 manager.go:91] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] is enabled
ERROR: logging before google.Init: I0909 14:54:21.660448     131 manager.go:105] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] starting
ERROR: logging before google.Init: I0909 14:54:21.660475     131 manager.go:125] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] completed successfully in 6.753µs
ERROR: logging before google.Init: I0909 14:54:21.660495     131 manager.go:88] Migration [MIGRATION_ID_LIN_BUILTIN_TO_MARKETPLACE] is disabled, skipping entirely
ERROR: logging before google.Init: I0909 14:54:21.664188      50 server.go:2944] Auth succeeded, refreshing features and managers
ERROR: logging before google.Init: E0909 14:54:21.664236      50 errorreport.go:224] Failed to poll ListExperiments: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 14:54:21.664339      50 server.go:2950] State refresh took 0ms
ERROR: logging before google.Init: I0909 14:54:21.664362      50 server.go:2964] [RemoteControl] Subscription callback triggered.
ERROR: logging before google.Init: I0909 14:54:21.664372      50 server.go:2967] [RemoteControl] RemoteControlEnabled value: false
ERROR: logging before google.Init: I0909 14:54:21.664375      50 server.go:3459] [RemoteControl] CLI launched without --remote-control, staying disconnected
ERROR: logging before google.Init: I0909 14:54:21.664377      50 server.go:3277] [RemoteControl] Resolved proxyServerURL: ""
ERROR: logging before google.Init: I0909 14:54:21.664387      50 profiler.go:231] Continuous pprof profiling is disabled.
ERROR: logging before google.Init: I0909 14:54:21.664474      22 manager.go:88] Migration [MIGRATION_ID_SIDECAR_USER_CONFIG_BYPASS] is disabled, skipping entirely
ERROR: logging before google.Init: I0909 14:54:21.664495      22 manager.go:91] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] is enabled
ERROR: logging before google.Init: I0909 14:54:21.664507      22 manager.go:100] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] already has status MIGRATION_STATUS_COMPLETED, skipping
ERROR: logging before google.Init: I0909 14:54:21.664611      22 manager.go:91] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] is enabled
ERROR: logging before google.Init: I0909 14:54:21.664624      22 manager.go:100] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] already has status MIGRATION_STATUS_COMPLETED, skipping
ERROR: logging before google.Init: I0909 14:54:21.664627      22 manager.go:91] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] is enabled
ERROR: logging before google.Init: I0909 14:54:21.664631      22 manager.go:100] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] already has status MIGRATION_STATUS_COMPLETED, skipping
ERROR: logging before google.Init: I0909 14:54:21.664635      22 manager.go:88] Migration [MIGRATION_ID_LIN_BUILTIN_TO_MARKETPLACE] is disabled, skipping entirely
ERROR: logging before google.Init: I0909 14:54:21.664658      50 server.go:2470] initialized server successfully in 128.437372ms
ERROR: logging before google.Init: W0909 14:54:21.664767      25 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 14:54:21.664786      25 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 14:54:21.664835      25 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 14:54:21.664845      25 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 14:54:21.664999       1 auto_updater.go:305] Spawned background update process with PID 15
ERROR: logging before google.Init: I0909 14:54:21.665118       1 common.go:150] Launching CLI mode
ERROR: logging before google.Init: E0909 14:54:21.665132       1 launchsteps.go:84] Failed to resolve GeminiDir ".gemini": .gemini must be an absolute path: path is not absolute, falling back to default
ERROR: logging before google.Init: I0909 14:54:21.665141       1 common.go:172] CLI app data directory: /eval-home/.gemini/antigravity-cli
ERROR: logging before google.Init: I0909 14:54:21.665149       1 server.go:285] Creating CLI server backend: product=antigravity workspaceDirs=[/workspace] appDataDir=/eval-home/.gemini/antigravity-cli cascadeManager=true codeAssist=true
ERROR: logging before google.Init: I0909 14:54:21.665175       1 composite_token_storage.go:123] Using file-based token storage because no D-Bus session bus detected
ERROR: logging before google.Init: I0909 14:54:21.665185       1 auth_provider.go:763] [AuthProvider] SetEnableBusinessLogin called with enable: true
ERROR: logging before google.Init: I0909 14:54:21.672871     147 store_client.go:665] summary store: starting background reconciliation (trigger=empty_on_open)
ERROR: logging before google.Init: E0909 14:54:21.672934     147 server.go:2706] Failed to read conversations directory /eval-home/.gemini/antigravity/conversations: open /eval-home/.gemini/antigravity/conversations: no such file or directory
ERROR: logging before google.Init: I0909 14:54:21.672959     147 server.go:2615] ListConversations returning 0 summaries
ERROR: logging before google.Init: I0909 14:54:21.672963     147 store_client.go:694] summary store: reconcile func returned 0 records, skipping
ERROR: logging before google.Init: W0909 14:54:21.673001      46 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 14:54:21.673026      46 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 14:54:21.673043       1 project.go:77] project: created project "workspace" (id=0f128956-ffb2-48cb-9121-cfcc912b75ab) at /eval-home/.gemini/config/projects/0f128956-ffb2-48cb-9121-cfcc912b75ab.json
ERROR: logging before google.Init: I0909 14:54:21.673079       1 server.go:1930] Backend project ID updated dynamically to: 0f128956-ffb2-48cb-9121-cfcc912b75ab
ERROR: logging before google.Init: W0909 14:54:21.673082      46 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 14:54:21.673092      46 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 14:54:21.673131      46 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 14:54:21.673140      46 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 14:54:21.673165      46 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 14:54:21.673172      46 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 14:54:21.673208      68 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 14:54:21.673216      68 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 14:54:21.673246      68 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 14:54:21.673252      68 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 14:54:21.673451     150 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 14:54:21.673470     150 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 14:54:21.673474       1 analytics.go:176] CLI startup completed (took 137.562072ms)
ERROR: logging before google.Init: I0909 14:54:21.673483       1 printmode.go:173] Print mode: starting (promptLength=886, model="", conversationID="")
ERROR: logging before google.Init: I0909 14:54:21.673488       1 manager.go:415] Initializing CLI store manager for workspace /workspace
ERROR: logging before google.Init: W0909 14:54:21.673510     150 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 14:54:21.673519     150 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 14:54:21.673559      46 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 14:54:21.673568      46 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 14:54:21.673596      46 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 14:54:21.673605      46 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 14:54:21.673678       1 cli_setting_manager.go:924] Skipping telemetry propagation because user is not logged in
ERROR: logging before google.Init: I0909 14:54:21.673706       1 cli_setting_manager.go:156] applyUserSettings: no shared config permissions from /eval-home/.gemini/config/config.json
ERROR: logging before google.Init: I0909 14:54:21.673710       1 cli_setting_manager.go:924] Skipping telemetry propagation because user is not logged in
ERROR: logging before google.Init: I0909 14:54:21.673711       1 cli_setting_manager.go:92] CLI settings initialized: permissions=<nil>, toolPermission=request-review
ERROR: logging before google.Init: W0909 14:54:21.673824      46 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 14:54:21.673840      46 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 14:54:21.673882       1 hooks_manager.go:53] loaded 0 named hooks from 0 hooks.json file(s)
ERROR: logging before google.Init: W0909 14:54:21.673888      46 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 14:54:21.673891       1 manager.go:589] CLI store manager initialized successfully
ERROR: logging before google.Init: I0909 14:54:21.673896       1 session.go:67] Print mode: --dangerously-skip-permissions set, auto-approving all tool permissions
ERROR: logging before google.Init: E0909 14:54:21.673901      46 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 14:54:21.673903       1 printmode.go:364] Print mode: not authenticated, trying silent auth
ERROR: logging before google.Init: I0909 14:54:21.673959     196 keyring.go:64] keyringAuth: loaded token, expiry=2026-09-05 20:02:46.745071759 -0400 -0400 expired=true
ERROR: logging before google.Init: I0909 14:54:21.836049     196 browser.go:259] token refreshed, new expiry=2026-09-09 15:54:20.836036064 +0000 UTC m=+3599.327138318
ERROR: logging before google.Init: I0909 14:54:22.070654       1 auth.go:148] ChainedAuth: authenticated via keyring (effective: keyring)
ERROR: logging before google.Init: I0909 14:54:22.070672       1 server_oauth.go:192] applyAuthResult: email=3martynov@gmail.com, authMethod=consumer, quotaProject=
ERROR: logging before google.Init: I0909 14:54:22.070676       1 server_oauth.go:197] OAuth: authenticated successfully as 3martynov@gmail.com
ERROR: logging before google.Init: I0909 14:54:22.070678       1 server_oauth.go:203] b.codeAssistClient.AuthProvider (0x1c813f0761e0) is same as b.cliAuth (0x1c813f0761e0)
ERROR: logging before google.Init: W0909 14:54:22.070727     216 cache.go:163] Failed to refresh cache in background: admin controls not applicable
ERROR: logging before google.Init: W0909 14:54:22.070742     244 cache.go:163] Failed to refresh cache in background: admin controls not applicable
ERROR: logging before google.Init: E0909 14:54:22.304575     118 browser_context.go:179] failed to install playwright: could not install driver: could not install driver: error: got non 200 status code: 404 (404 Not Found) from https://playwright.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-akamai.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-verizon.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
ERROR: logging before google.Init: I0909 14:54:22.953050     215 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x204ba069013b000
ERROR: logging before google.Init: I0909 14:54:23.235914     176 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x42e66910e867b7b4
ERROR: logging before google.Init: I0909 14:54:23.270895       1 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 14:54:23.270977     157 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0909 14:54:23.451946       1 printmode.go:366] Print mode: silent auth succeeded
ERROR: logging before google.Init: I0909 14:54:23.451952     158 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 14:54:23.626379     158 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 14:54:23.626425     193 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 14:54:24.256176     191 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x15958aab4f23f65e
ERROR: logging before google.Init: I0909 14:54:25.031096     191 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x187d4d81ec9124a
ERROR: logging before google.Init: I0909 14:54:25.208718     191 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 14:54:25.208799     112 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 14:54:25.208803     157 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0909 14:54:25.252729       1 conversation_manager.go:429] Starting new conversation (agent=false)
ERROR: logging before google.Init: I0909 14:54:25.252753       1 server.go:1118] Creating new cascade trajectory (agentScript=false)
ERROR: logging before google.Init: I0909 14:54:25.252757       1 server.go:1121] Conversation using project ID: 0f128956-ffb2-48cb-9121-cfcc912b75ab
ERROR: logging before google.Init: I0909 14:54:25.261201       1 server.go:1153] Created conversation dbe4764c-b66e-49a2-8905-18b2815b5dbf
ERROR: logging before google.Init: I0909 14:54:25.261223       1 server.go:2811] GetConversationDetail: found conversation dbe4764c-b66e-49a2-8905-18b2815b5dbf (active=true)
ERROR: logging before google.Init: I0909 14:54:25.261467       1 server.go:2811] GetConversationDetail: found conversation dbe4764c-b66e-49a2-8905-18b2815b5dbf (active=true)
ERROR: logging before google.Init: I0909 14:54:25.261484       1 conversation_manager.go:476] project: switching to conversation belonging to project ID: 0f128956-ffb2-48cb-9121-cfcc912b75ab
ERROR: logging before google.Init: I0909 14:54:25.261533       1 server.go:1930] Backend project ID updated dynamically to: 0f128956-ffb2-48cb-9121-cfcc912b75ab
ERROR: logging before google.Init: I0909 14:54:25.261542       1 cli_setting_manager.go:218] ApplyProjectPermissionGrants: no grants for project "workspace", cleared project permissions
ERROR: logging before google.Init: I0909 14:54:25.261617     311 manager.go:1293] Reloading system slash commands and skills
ERROR: logging before google.Init: I0909 14:54:25.261627     311 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 14:54:25.261705       1 hooks_manager.go:53] loaded 0 named hooks from 0 hooks.json file(s)
ERROR: logging before google.Init: I0909 14:54:25.261715       1 conversation_manager.go:522] project: synced active project to "workspace" (id=0f128956-ffb2-48cb-9121-cfcc912b75ab) from conversation switch
ERROR: logging before google.Init: I0909 14:54:25.261722       1 conversation_manager.go:795] Streaming conversation dbe4764c-b66e-49a2-8905-18b2815b5dbf
ERROR: logging before google.Init: I0909 14:54:25.261766       1 server.go:2811] GetConversationDetail: found conversation dbe4764c-b66e-49a2-8905-18b2815b5dbf (active=true)
ERROR: logging before google.Init: I0909 14:54:25.261780     347 manager.go:1293] Reloading system slash commands and skills
ERROR: logging before google.Init: I0909 14:54:25.261788     347 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 14:54:25.261985       1 server.go:1162] Starting conversation update stream for dbe4764c-b66e-49a2-8905-18b2815b5dbf
ERROR: logging before google.Init: I0909 14:54:25.262001       1 session.go:171] Print mode: conversation=dbe4764c-b66e-49a2-8905-18b2815b5dbf, sending message
ERROR: logging before google.Init: I0909 14:54:25.262005       1 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 14:54:25.263591     311 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 14:54:25.263702     347 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 14:54:25.263715       1 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 14:54:25.263789       1 conversation_manager.go:611] Forwarding user message to conversation dbe4764c-b66e-49a2-8905-18b2815b5dbf (items=1, media=0)
ERROR: logging before google.Init: I0909 14:54:25.263793       1 server.go:1609] Sending user message to conversation dbe4764c-b66e-49a2-8905-18b2815b5dbf (items=1, media=0)
ERROR: logging before google.Init: I0909 14:54:25.264744       1 latency_breakdown.go:142] SEND_USER_CASCADE_MESSAGE_LATENCY latency breakdown: map[active_user_state_latency_ms:0 blocking:false cascade_id:dbe4764c-b66e-49a2-8905-18b2815b5dbf cascade_send_latency_ms:0 hydrate_slash_commands_latency_ms:0 load_trajectory_latency_ms:0 media_count:0 media_summaries_latency_ms:0 message_origin:AGENT_MESSAGE_ORIGIN_UNSPECIFIED refresh_browser_state_latency_ms:0 resolve_agent_config_latency_ms:0 save_media_latency_ms:0 saved_media_count:0 status:OK total_latency_ms:0 trajectory_id:000440dc-5cb1-4064-ae17-6739fe5fd381]
ERROR: logging before google.Init: I0909 14:54:25.269132     436 encoder_embed.go:85] Installing/updating embedded webm_encoder binary to /eval-home/.gemini/antigravity-cli/bin/webm_encoder
ERROR: logging before google.Init: W0909 14:54:25.273502     436 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "mcp_servers"
ERROR: logging before google.Init: W0909 14:54:25.273515     436 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "user_rules"
ERROR: logging before google.Init: W0909 14:54:25.273517     436 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "subagent_reminder"
ERROR: logging before google.Init: W0909 14:54:25.273519     436 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "terminal_sandbox"
ERROR: logging before google.Init: I0909 14:54:25.398182     157 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0909 14:54:25.398197     158 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 14:54:25.528160     692 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 14:54:25.528235     157 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0909 14:54:25.889277     451 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x52545cb42f99c4e6 ResponseID: IXOhaqbPHue1jMcP2rammQc
ERROR: logging before google.Init: I0909 14:54:25.933216     158 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 14:54:25.933255     158 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 14:54:25.933313     480 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 14:54:25.935211     480 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 14:54:26.056957     158 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 14:54:26.057004     679 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 14:54:26.058815     679 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 14:54:26.176542     691 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x1d6f4d300ebf48e6
ERROR: logging before google.Init: I0909 14:54:29.357428     669 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1a29c81f56d09d1 ResponseID: IXOhaq3TJLi3_PUPqN_A4Q8
ERROR: logging before google.Init: I0909 14:54:30.664524     704 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x718d2bb25c6b5d13 ResponseID: JXOharG8K_7P_uMPwODAgQc
ERROR: logging before google.Init: I0909 14:54:31.724892     791 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x18b6469048daa00d ResponseID: JnOhasGpOf7P_uMPwODAgQc
ERROR: logging before google.Init: I0909 14:54:33.441341     454 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x10f1637663928b87 ResponseID: KHOhash-x7P89Q_GlsLBAg
ERROR: logging before google.Init: I0909 14:54:34.550073     918 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8e1bb227b2aff7ef ResponseID: KXOhasi_K_W1_PUP95-oyQI
ERROR: logging before google.Init: I0909 14:54:36.171176     967 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x545fce1a6401f0d7 ResponseID: KnOhavuLMq61_PUPr6e92A8
ERROR: logging before google.Init: I0909 14:54:37.587286    1007 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6fb1c0437b4745 ResponseID: LHOharPaG7C0_uMP5NyVyAo
ERROR: logging before google.Init: I0909 14:54:38.839315    1035 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x580a0a9a5c50989 ResponseID: LXOhasqiNLTQ_uMPuomUwAs
