ERROR: logging before google.Init: I0909 15:25:40.256633      21 server.go:1530] Starting language server process with pid 2
ERROR: logging before google.Init: I0909 15:25:40.451323     147 manager.go:91] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] is enabled
ERROR: logging before google.Init: I0909 15:25:40.451335     147 manager.go:105] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] starting
ERROR: logging before google.Init: I0909 15:25:40.451416     147 project_uris_migration.go:42] Starting ProjectUrisMigration
ERROR: logging before google.Init: I0909 15:25:40.451426     147 manager.go:125] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] completed successfully in 9.829µs
ERROR: logging before google.Init: I0909 15:25:40.451773     147 manager.go:91] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] is enabled
ERROR: logging before google.Init: I0909 15:25:40.451778     147 manager.go:105] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] starting
ERROR: logging before google.Init: I0909 15:25:40.451816     147 manager.go:125] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] completed successfully in 14.168µs
ERROR: logging before google.Init: I0909 15:25:40.451840     147 manager.go:91] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] is enabled
ERROR: logging before google.Init: I0909 15:25:40.451844     147 manager.go:105] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] starting
ERROR: logging before google.Init: I0909 15:25:40.451870     147 manager.go:125] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] completed successfully in 6.102µs
ERROR: logging before google.Init: I0909 15:25:40.451889     147 manager.go:88] Migration [MIGRATION_ID_LIN_BUILTIN_TO_MARKETPLACE] is disabled, skipping entirely
ERROR: logging before google.Init: I0909 15:25:40.454561      21 server.go:2944] Auth succeeded, refreshing features and managers
ERROR: logging before google.Init: E0909 15:25:40.454596      21 errorreport.go:224] Failed to poll ListExperiments: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:25:40.454627      21 server.go:2950] State refresh took 0ms
ERROR: logging before google.Init: I0909 15:25:40.454631      21 server.go:2964] [RemoteControl] Subscription callback triggered.
ERROR: logging before google.Init: I0909 15:25:40.454637      21 server.go:2967] [RemoteControl] RemoteControlEnabled value: false
ERROR: logging before google.Init: I0909 15:25:40.454639      21 server.go:3459] [RemoteControl] CLI launched without --remote-control, staying disconnected
ERROR: logging before google.Init: I0909 15:25:40.454641      21 server.go:3277] [RemoteControl] Resolved proxyServerURL: ""
ERROR: logging before google.Init: I0909 15:25:40.454647      21 profiler.go:231] Continuous pprof profiling is disabled.
ERROR: logging before google.Init: I0909 15:25:40.454749     150 manager.go:88] Migration [MIGRATION_ID_SIDECAR_USER_CONFIG_BYPASS] is disabled, skipping entirely
ERROR: logging before google.Init: I0909 15:25:40.454762     150 manager.go:91] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] is enabled
ERROR: logging before google.Init: I0909 15:25:40.454768     150 manager.go:100] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] already has status MIGRATION_STATUS_COMPLETED, skipping
ERROR: logging before google.Init: I0909 15:25:40.454771     150 manager.go:91] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] is enabled
ERROR: logging before google.Init: I0909 15:25:40.454774     150 manager.go:100] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] already has status MIGRATION_STATUS_COMPLETED, skipping
ERROR: logging before google.Init: I0909 15:25:40.454776     150 manager.go:91] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] is enabled
ERROR: logging before google.Init: I0909 15:25:40.454778     150 manager.go:100] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] already has status MIGRATION_STATUS_COMPLETED, skipping
ERROR: logging before google.Init: I0909 15:25:40.454780     150 manager.go:88] Migration [MIGRATION_ID_LIN_BUILTIN_TO_MARKETPLACE] is disabled, skipping entirely
ERROR: logging before google.Init: I0909 15:25:40.454787      21 server.go:2470] initialized server successfully in 198.120707ms
ERROR: logging before google.Init: W0909 15:25:40.454880     153 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:25:40.454894     153 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:25:40.454938     153 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:25:40.454945     153 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:25:40.455073       1 auto_updater.go:305] Spawned background update process with PID 15
ERROR: logging before google.Init: I0909 15:25:40.455194       1 common.go:150] Launching CLI mode
ERROR: logging before google.Init: E0909 15:25:40.455210       1 launchsteps.go:84] Failed to resolve GeminiDir ".gemini": .gemini must be an absolute path: path is not absolute, falling back to default
ERROR: logging before google.Init: I0909 15:25:40.455221       1 common.go:172] CLI app data directory: /eval-home/.gemini/antigravity-cli
ERROR: logging before google.Init: I0909 15:25:40.455228       1 server.go:285] Creating CLI server backend: product=antigravity workspaceDirs=[/workspace] appDataDir=/eval-home/.gemini/antigravity-cli cascadeManager=true codeAssist=true
ERROR: logging before google.Init: I0909 15:25:40.455255       1 composite_token_storage.go:123] Using file-based token storage because no D-Bus session bus detected
ERROR: logging before google.Init: I0909 15:25:40.455265       1 auth_provider.go:763] [AuthProvider] SetEnableBusinessLogin called with enable: true
ERROR: logging before google.Init: I0909 15:25:40.460999     126 store_client.go:665] summary store: starting background reconciliation (trigger=empty_on_open)
ERROR: logging before google.Init: E0909 15:25:40.461043     126 server.go:2706] Failed to read conversations directory /eval-home/.gemini/antigravity/conversations: open /eval-home/.gemini/antigravity/conversations: no such file or directory
ERROR: logging before google.Init: I0909 15:25:40.461068     126 server.go:2615] ListConversations returning 0 summaries
ERROR: logging before google.Init: W0909 15:25:40.461068     121 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:25:40.461088     121 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:25:40.461073     126 store_client.go:694] summary store: reconcile func returned 0 records, skipping
ERROR: logging before google.Init: I0909 15:25:40.461244       1 project.go:77] project: created project "workspace" (id=e60840ea-00a4-452e-bb84-fb4ddca5518b) at /eval-home/.gemini/config/projects/e60840ea-00a4-452e-bb84-fb4ddca5518b.json
ERROR: logging before google.Init: I0909 15:25:40.461252       1 server.go:1930] Backend project ID updated dynamically to: e60840ea-00a4-452e-bb84-fb4ddca5518b
ERROR: logging before google.Init: W0909 15:25:40.461262     121 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:25:40.461290     121 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:25:40.461374     121 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:25:40.461391     121 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:25:40.461420     121 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:25:40.461431     121 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:25:40.462433     134 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:25:40.462457     134 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:25:40.462502     134 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:25:40.462608     134 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:25:40.463014      67 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:25:40.463039      67 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:25:40.463077      67 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:25:40.463088      67 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:25:40.463532       1 analytics.go:176] CLI startup completed (took 207.162218ms)
ERROR: logging before google.Init: I0909 15:25:40.463547       1 printmode.go:173] Print mode: starting (promptLength=880, model="", conversationID="")
ERROR: logging before google.Init: I0909 15:25:40.463553       1 manager.go:415] Initializing CLI store manager for workspace /workspace
ERROR: logging before google.Init: W0909 15:25:40.463717     121 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:25:40.463744     121 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:25:40.463768       1 cli_setting_manager.go:924] Skipping telemetry propagation because user is not logged in
ERROR: logging before google.Init: I0909 15:25:40.463812       1 cli_setting_manager.go:156] applyUserSettings: no shared config permissions from /eval-home/.gemini/config/config.json
ERROR: logging before google.Init: I0909 15:25:40.463816       1 cli_setting_manager.go:924] Skipping telemetry propagation because user is not logged in
ERROR: logging before google.Init: I0909 15:25:40.463819       1 cli_setting_manager.go:92] CLI settings initialized: permissions=<nil>, toolPermission=request-review
ERROR: logging before google.Init: W0909 15:25:40.463906     121 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:25:40.463927     121 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:25:40.463982     121 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:25:40.463995     121 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:25:40.464001       1 hooks_manager.go:53] loaded 0 named hooks from 0 hooks.json file(s)
ERROR: logging before google.Init: I0909 15:25:40.464012       1 manager.go:589] CLI store manager initialized successfully
ERROR: logging before google.Init: W0909 15:25:40.464022     121 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:25:40.464030       1 session.go:67] Print mode: --dangerously-skip-permissions set, auto-approving all tool permissions
ERROR: logging before google.Init: I0909 15:25:40.464044       1 printmode.go:364] Print mode: not authenticated, trying silent auth
ERROR: logging before google.Init: E0909 15:25:40.464050     121 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:25:40.464089     121 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: E0909 15:25:40.464100     121 errorreport.go:224] error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: W0909 15:25:40.464132     121 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:25:40.464125      13 keyring.go:64] keyringAuth: loaded token, expiry=2026-09-05 20:02:46.745071759 -0400 -0400 expired=true
ERROR: logging before google.Init: E0909 15:25:40.464140     121 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
ERROR: logging before google.Init: I0909 15:25:40.633080      13 browser.go:259] token refreshed, new expiry=2026-09-09 16:25:39.633071296 +0000 UTC m=+3599.403145019
ERROR: logging before google.Init: I0909 15:25:40.914803       1 auth.go:148] ChainedAuth: authenticated via keyring (effective: keyring)
ERROR: logging before google.Init: I0909 15:25:40.914817       1 server_oauth.go:192] applyAuthResult: email=3martynov@gmail.com, authMethod=consumer, quotaProject=
ERROR: logging before google.Init: I0909 15:25:40.914821       1 server_oauth.go:197] OAuth: authenticated successfully as 3martynov@gmail.com
ERROR: logging before google.Init: I0909 15:25:40.914824       1 server_oauth.go:203] b.codeAssistClient.AuthProvider (0x9f89eb160f0) is same as b.cliAuth (0x9f89eb160f0)
ERROR: logging before google.Init: W0909 15:25:40.914861     172 cache.go:163] Failed to refresh cache in background: admin controls not applicable
ERROR: logging before google.Init: W0909 15:25:40.914870     245 cache.go:163] Failed to refresh cache in background: admin controls not applicable
ERROR: logging before google.Init: E0909 15:25:41.063447     102 browser_context.go:179] failed to install playwright: could not install driver: could not install driver: error: got non 200 status code: 404 (404 Not Found) from https://playwright.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-akamai.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-verizon.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
ERROR: logging before google.Init: I0909 15:25:42.292060     243 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x902ff76606f0401
ERROR: logging before google.Init: I0909 15:25:42.681775     168 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x55e6fa85619696f0
ERROR: logging before google.Init: I0909 15:25:42.713248       1 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 15:25:42.713333     141 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0909 15:25:42.913216       1 printmode.go:366] Print mode: silent auth succeeded
ERROR: logging before google.Init: I0909 15:25:42.913221     142 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 15:25:43.072068     142 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 15:25:43.072108      80 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:25:43.708217     292 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xfad936e8afc2cb1
ERROR: logging before google.Init: I0909 15:25:44.513089     292 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x2ca08994f501d44f
ERROR: logging before google.Init: I0909 15:25:44.661197     292 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 15:25:44.661264     141 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0909 15:25:44.661302     294 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 15:25:44.664215       1 conversation_manager.go:429] Starting new conversation (agent=false)
ERROR: logging before google.Init: I0909 15:25:44.664239       1 server.go:1118] Creating new cascade trajectory (agentScript=false)
ERROR: logging before google.Init: I0909 15:25:44.664244       1 server.go:1121] Conversation using project ID: e60840ea-00a4-452e-bb84-fb4ddca5518b
ERROR: logging before google.Init: I0909 15:25:44.672119       1 server.go:1153] Created conversation 79015914-ca1b-4d7a-b6f1-e8ce54c2bb80
ERROR: logging before google.Init: I0909 15:25:44.672146       1 server.go:2811] GetConversationDetail: found conversation 79015914-ca1b-4d7a-b6f1-e8ce54c2bb80 (active=true)
ERROR: logging before google.Init: I0909 15:25:44.672389       1 server.go:2811] GetConversationDetail: found conversation 79015914-ca1b-4d7a-b6f1-e8ce54c2bb80 (active=true)
ERROR: logging before google.Init: I0909 15:25:44.672407       1 conversation_manager.go:476] project: switching to conversation belonging to project ID: e60840ea-00a4-452e-bb84-fb4ddca5518b
ERROR: logging before google.Init: I0909 15:25:44.672445       1 server.go:1930] Backend project ID updated dynamically to: e60840ea-00a4-452e-bb84-fb4ddca5518b
ERROR: logging before google.Init: I0909 15:25:44.672453       1 cli_setting_manager.go:218] ApplyProjectPermissionGrants: no grants for project "workspace", cleared project permissions
ERROR: logging before google.Init: I0909 15:25:44.672477     350 manager.go:1293] Reloading system slash commands and skills
ERROR: logging before google.Init: I0909 15:25:44.672496     350 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:25:44.672633       1 hooks_manager.go:53] loaded 0 named hooks from 0 hooks.json file(s)
ERROR: logging before google.Init: I0909 15:25:44.672647       1 conversation_manager.go:522] project: synced active project to "workspace" (id=e60840ea-00a4-452e-bb84-fb4ddca5518b) from conversation switch
ERROR: logging before google.Init: I0909 15:25:44.672655       1 conversation_manager.go:795] Streaming conversation 79015914-ca1b-4d7a-b6f1-e8ce54c2bb80
ERROR: logging before google.Init: I0909 15:25:44.672659     214 manager.go:1293] Reloading system slash commands and skills
ERROR: logging before google.Init: I0909 15:25:44.672671     214 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:25:44.672690       1 server.go:2811] GetConversationDetail: found conversation 79015914-ca1b-4d7a-b6f1-e8ce54c2bb80 (active=true)
ERROR: logging before google.Init: I0909 15:25:44.672935       1 server.go:1162] Starting conversation update stream for 79015914-ca1b-4d7a-b6f1-e8ce54c2bb80
ERROR: logging before google.Init: I0909 15:25:44.672948       1 session.go:171] Print mode: conversation=79015914-ca1b-4d7a-b6f1-e8ce54c2bb80, sending message
ERROR: logging before google.Init: I0909 15:25:44.672952       1 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:25:44.674615     350 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:25:44.674634     214 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:25:44.674766       1 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:25:44.674844       1 conversation_manager.go:611] Forwarding user message to conversation 79015914-ca1b-4d7a-b6f1-e8ce54c2bb80 (items=1, media=0)
ERROR: logging before google.Init: I0909 15:25:44.674851       1 server.go:1609] Sending user message to conversation 79015914-ca1b-4d7a-b6f1-e8ce54c2bb80 (items=1, media=0)
ERROR: logging before google.Init: I0909 15:25:44.675918       1 latency_breakdown.go:142] SEND_USER_CASCADE_MESSAGE_LATENCY latency breakdown: map[active_user_state_latency_ms:0 blocking:false cascade_id:79015914-ca1b-4d7a-b6f1-e8ce54c2bb80 cascade_send_latency_ms:0 hydrate_slash_commands_latency_ms:0 load_trajectory_latency_ms:0 media_count:0 media_summaries_latency_ms:0 message_origin:AGENT_MESSAGE_ORIGIN_UNSPECIFIED refresh_browser_state_latency_ms:0 resolve_agent_config_latency_ms:0 save_media_latency_ms:0 saved_media_count:0 status:OK total_latency_ms:0 trajectory_id:e0fdd925-1250-4c8f-a59e-25dd0095a47c]
ERROR: logging before google.Init: I0909 15:25:44.679453     421 encoder_embed.go:85] Installing/updating embedded webm_encoder binary to /eval-home/.gemini/antigravity-cli/bin/webm_encoder
ERROR: logging before google.Init: W0909 15:25:44.684832     421 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "mcp_servers"
ERROR: logging before google.Init: W0909 15:25:44.684849     421 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "user_rules"
ERROR: logging before google.Init: W0909 15:25:44.684852     421 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "subagent_reminder"
ERROR: logging before google.Init: W0909 15:25:44.684854     421 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "terminal_sandbox"
ERROR: logging before google.Init: I0909 15:25:44.812999     142 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 15:25:44.949075     141 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0909 15:25:44.963110     668 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 15:25:44.988884     142 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 15:25:44.988937     142 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 15:25:44.988991     653 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:25:44.991052     653 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:25:45.076270     141 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0909 15:25:45.127194     142 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 15:25:45.127237     691 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:25:45.128400     142 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 15:25:45.129244     691 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:25:45.200544     412 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe3bf3a2b3410e7c7 ResponseID: eHqhaszNOeXI-sAP_bXYwAQ
ERROR: logging before google.Init: I0909 15:25:45.254243     142 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 15:25:45.254284     693 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:25:45.256194     693 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:25:45.664549     667 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xe17c423fef8ea7b3
ERROR: logging before google.Init: I0909 15:25:46.862441     662 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xbfe9042e8ad16974 ResponseID: eHqhatjtPNmJ-sAP7r7u6AM
ERROR: logging before google.Init: I0909 15:25:48.059561     716 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x92127eeebf4d738f ResponseID: e3qhasuuCdjU-sAPut-3iAM
ERROR: logging before google.Init: I0909 15:25:48.947623     731 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8d05c8170c2afe48 ResponseID: fHqhap-HEv6xjMcPsfWUoQc
ERROR: logging before google.Init: I0909 15:25:50.057953     625 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9974ba87f359d1b5 ResponseID: fXqhasT3DrnTjMcPuOmKwQI
ERROR: logging before google.Init: I0909 15:25:51.051825     859 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4e3642557b2edae5 ResponseID: fnqhao_SFLHZjMcPmLvRwQI
ERROR: logging before google.Init: I0909 15:25:52.918842     944 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe2cadd7e9c804eb1 ResponseID: f3qhar_yF4_V-sAP9_bU4Ao
