ERROR: logging before google.Init: I0909 15:28:14.820970      66 server.go:1530] Starting language server process with pid 2
ERROR: logging before google.Init: I0909 15:28:18.906113       1 server.go:1153] Created conversation 22011df1-a165-469e-8b47-809811e455d9
ERROR: logging before google.Init: I0909 15:28:18.906143       1 server.go:2811] GetConversationDetail: found conversation 22011df1-a165-469e-8b47-809811e455d9 (active=true)
ERROR: logging before google.Init: I0909 15:28:18.906384       1 server.go:2811] GetConversationDetail: found conversation 22011df1-a165-469e-8b47-809811e455d9 (active=true)
ERROR: logging before google.Init: I0909 15:28:18.906401       1 conversation_manager.go:476] project: switching to conversation belonging to project ID: 85d63fdd-e85a-420f-912e-845d3f211f96
ERROR: logging before google.Init: I0909 15:28:18.906439       1 server.go:1930] Backend project ID updated dynamically to: 85d63fdd-e85a-420f-912e-845d3f211f96
ERROR: logging before google.Init: I0909 15:28:18.906444       1 cli_setting_manager.go:218] ApplyProjectPermissionGrants: no grants for project "workspace", cleared project permissions
ERROR: logging before google.Init: I0909 15:28:18.906517     330 manager.go:1293] Reloading system slash commands and skills
ERROR: logging before google.Init: I0909 15:28:18.906531     330 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:28:18.906628       1 hooks_manager.go:53] loaded 0 named hooks from 0 hooks.json file(s)
ERROR: logging before google.Init: I0909 15:28:18.906643       1 conversation_manager.go:522] project: synced active project to "workspace" (id=85d63fdd-e85a-420f-912e-845d3f211f96) from conversation switch
ERROR: logging before google.Init: I0909 15:28:18.906653       1 conversation_manager.go:795] Streaming conversation 22011df1-a165-469e-8b47-809811e455d9
ERROR: logging before google.Init: I0909 15:28:18.906711       1 server.go:2811] GetConversationDetail: found conversation 22011df1-a165-469e-8b47-809811e455d9 (active=true)
ERROR: logging before google.Init: I0909 15:28:18.906710     216 manager.go:1293] Reloading system slash commands and skills
ERROR: logging before google.Init: I0909 15:28:18.906719     216 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:28:18.906996       1 server.go:1162] Starting conversation update stream for 22011df1-a165-469e-8b47-809811e455d9
ERROR: logging before google.Init: I0909 15:28:18.907021       1 session.go:171] Print mode: conversation=22011df1-a165-469e-8b47-809811e455d9, sending message
ERROR: logging before google.Init: I0909 15:28:18.907027       1 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:28:18.908837     330 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:28:18.908920     216 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:28:18.909098       1 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:28:18.909187       1 conversation_manager.go:611] Forwarding user message to conversation 22011df1-a165-469e-8b47-809811e455d9 (items=1, media=0)
ERROR: logging before google.Init: I0909 15:28:18.909192       1 server.go:1609] Sending user message to conversation 22011df1-a165-469e-8b47-809811e455d9 (items=1, media=0)
ERROR: logging before google.Init: I0909 15:28:18.910305       1 latency_breakdown.go:142] SEND_USER_CASCADE_MESSAGE_LATENCY latency breakdown: map[active_user_state_latency_ms:0 blocking:false cascade_id:22011df1-a165-469e-8b47-809811e455d9 cascade_send_latency_ms:0 hydrate_slash_commands_latency_ms:0 load_trajectory_latency_ms:0 media_count:0 media_summaries_latency_ms:0 message_origin:AGENT_MESSAGE_ORIGIN_UNSPECIFIED refresh_browser_state_latency_ms:0 resolve_agent_config_latency_ms:0 save_media_latency_ms:0 saved_media_count:0 status:OK total_latency_ms:1 trajectory_id:8caa7840-4d27-4065-b997-367b8784d5ec]
ERROR: logging before google.Init: I0909 15:28:18.913773     451 encoder_embed.go:85] Installing/updating embedded webm_encoder binary to /eval-home/.gemini/antigravity-cli/bin/webm_encoder
ERROR: logging before google.Init: W0909 15:28:18.919074     451 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "mcp_servers"
ERROR: logging before google.Init: W0909 15:28:18.919091     451 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "user_rules"
ERROR: logging before google.Init: W0909 15:28:18.919094     451 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "subagent_reminder"
ERROR: logging before google.Init: W0909 15:28:18.919097     451 declarative_config_loader.go:251] skipping component during resolution: empty component: prompt section "terminal_sandbox"
ERROR: logging before google.Init: I0909 15:28:19.054179     191 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 15:28:19.322538     683 model_config_manager.go:311] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
ERROR: logging before google.Init: I0909 15:28:19.322587     190 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
ERROR: logging before google.Init: I0909 15:28:19.322835     191 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 15:28:19.322880     191 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 15:28:19.322933     383 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:28:19.325037     383 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:28:19.712446     426 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9915e20a1a013414 ResponseID: E3uhavyLFMjVjMcPpYmkiQM
ERROR: logging before google.Init: I0909 15:28:19.712613     191 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 15:28:19.712657     191 experiment_manager.go:56] Starting experiment refresh after login
ERROR: logging before google.Init: I0909 15:28:19.712711     739 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:28:19.714845     739 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:28:19.869498     191 experiment_manager.go:60] Experiments refreshed after login
ERROR: logging before google.Init: I0909 15:28:19.869540     726 manager.go:1270] Reloading system slash commands
ERROR: logging before google.Init: I0909 15:28:19.871424     726 manager.go:1274] Slash commands unchanged, skipping update
ERROR: logging before google.Init: I0909 15:28:20.156968     682 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xed74b4f416624d7
ERROR: logging before google.Init: I0909 15:28:20.967330     413 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf834ab1740aea30d ResponseID: E3uhau7WKPa0_PUPg6XhiQM
ERROR: logging before google.Init: I0909 15:28:21.890400     799 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc39c43ce9bd12dde ResponseID: FXuharDGDOjf-sAPuJTZ0Ak
ERROR: logging before google.Init: I0909 15:28:23.129403     838 http_helpers.go:296] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa2b54fa527a46374 ResponseID: FnuhavfoHJ-8_uMP8cW2yAc
